Portfolio,Geography,Category,Brand,Segment,Initial Sales ($),Margin (%),Trend (%),Contribution (%),Optimized Sales ($),Optimized Contribution (%)
Hair/APDO,North America,Face Make-Up,Elizabeth Arden,Lipstick,2336182.08,7.87,5.34,13.71,2663247.5712000006,0.033942740307826194
Hair/APDO,North America,Face Make-Up,Elizabeth Arden,Mascara,4119684.86,5.99,8.85,9.01,4696440.7404000005,0.059855520059919
Hair/APDO,North America,Face Make-Up,Elizabeth Arden,Toner,4583584.29,6.84,5.68,13.31,5225286.090600001,0.06659558455071357
Hair/APDO,North America,Face Make-Up,Elizabeth Arden,Bronzer,2345107.04,12.23,-3.59,4.89,2673422.0256000003,0.034072412392091876
Hair/APDO,North America,Face Make-Up,Elizabeth Arden,Hair Dye,1960279.92,19.18,0.65,7.45,2234719.1088,0.02848120136903297
Hair/APDO,North America,Face Make-Up,Elizabeth Arden,Face Make-Up,3520869.91,7.43,4.73,11.34,4013791.6974000004,0.05115524771629503
Hair/APDO,North America,Face Make-Up,Elizabeth Arden,Tools,4400848.46,14.39,8.38,2.77,5016967.2444,0.06394058823183714
Hair/APDO,North America,Face Make-Up,Kilian,Lipstick,4755994.24,6.99,10.49,4.71,5421833.433600001,0.06910055460824235
Hair/APDO,North America,Face Make-Up,Kilian,Mascara,4701169.15,15.8,10.08,4.07,5359332.831000001,0.06830399264153846
Hair/APDO,North America,Face Make-Up,Kilian,Toner,2493679.89,14.27,10.4,2.46,2842795.0746000004,0.03623104964366415
Hair/APDO,North America,Face Make-Up,Kilian,Bronzer,4830643.92,18.35,0.41,12.52,5506934.0688000005,0.07018515102048019
Hair/APDO,North America,Face Make-Up,Kilian,Hair Dye,2832457.65,11.93,1.29,9.13,3229001.7210000004,0.04115320259920222
Hair/APDO,North America,Face Make-Up,Kilian,Face Make-Up,3784501.03,11.16,7.58,10.79,4314331.1742,0.054985583853117616
Hair/APDO,North America,Face Make-Up,Kilian,Tools,3700048.18,5.78,12.19,7.42,4218054.9252,0.053758555711627125
Hair/APDO,North America,Face Make-Up,Frederic Malle,Lipstick,1680872.37,8.63,4.66,13.42,1916194.5018000004,0.02442164711130322
Hair/APDO,North America,Face Make-Up,Frederic Malle,Mascara,2202564.12,16.25,-3.06,7.66,2510923.0968000004,0.03200138489911528
Hair/APDO,North America,Face Make-Up,Frederic Malle,Toner,4962587.63,16.56,-0.79,8.02,5657349.898200001,0.07210218099948812
Hair/APDO,North America,Face Make-Up,Frederic Malle,Bronzer,1551311.44,11.14,10.6,11.8,1768495.0416,0.02253923690078125
Hair/APDO,North America,Face Make-Up,Frederic Malle,Hair Dye,1526451.7,18.83,6.85,6.32,1740154.938,0.02217804600467606
Hair/APDO,North America,Face Make-Up,Frederic Malle,Face Make-Up,2758710.11,14.08,6.2,7.81,3144929.5254,0.040081713514515366
Hair/APDO,North America,Face Make-Up,Frederic Malle,Tools,2772197.62,7.65,11.25,8.58,3160305.2868000004,0.040277675572973244
Hair/APDO,North America,Face Make-Up,Balmain,Lipstick,1089859.38,16.49,13.65,14.26,1242439.6932,0.015834730616283328
Hair/APDO,North America,Face Make-Up,Balmain,Mascara,2160579.8,7.03,5.37,2.58,2463060.972,0.0313913884082764
Hair/APDO,North America,Face Make-Up,Balmain,Toner,4702943.38,7.75,0.06,6.69,5361355.4532,0.06832977069567725
Hair/APDO,North America,Face Make-Up,Balmain,Bronzer,2224240.11,16.92,4.13,3.39,2535633.7254000003,0.03231631861330807
Hair/APDO,North America,Face Make-Up,Balmain,Hair Dye,1702444.53,12.64,-2.05,9.56,1940786.7642000003,0.024735072263831943
Hair/APDO,North America,Face Make-Up,Balmain,Face Make-Up,3045862.88,15.72,13.75,13.77,3472283.6832000003,0.04425379923686752
Hair/APDO,North America,Face Make-Up,Balmain,Tools,4757340.28,8.67,-2.37,5.23,5423367.919200001,0.06912011142556199
Hair/APDO,North America,Make Up Brushes,Bobbi Brown,Lipstick,4527883.28,19.58,12.19,2.54,5161786.939200001,0.06578629621077664
Hair/APDO,North America,Make Up Brushes,Bobbi Brown,Mascara,4763425.99,11.35,-4.81,7.19,5430305.6286,0.06920853162015518
Hair/APDO,North America,Make Up Brushes,Bobbi Brown,Toner,707311.26,13.16,1.77,7.63,806334.8364000001,0.010276631526503849
Hair/APDO,North America,Make Up Brushes,Bobbi Brown,Bronzer,3259266.62,18.03,8.24,7.08,3715563.9468000005,0.04735437422609903
Hair/APDO,North America,Make Up Brushes,Bobbi Brown,Hair Dye,4187425.34,18.58,-2.6,8.45,4773664.8876,0.06083973166767497
Hair/APDO,North America,Make Up Brushes,Bobbi Brown,Face Make-Up,1780303.82,5.71,8.37,13.08,2029546.3548000003,0.025866301581806053
Hair/APDO,North America,Make Up Brushes,Bobbi Brown,Tools,1233061.95,17.19,12.07,13.8,1405690.6230000001,0.017915342263181713
Hair/APDO,North America,Make Up Brushes,Aveda,Lipstick,1693782.9,18.56,1.41,8.73,1930912.506,0.024609226140685374
Hair/APDO,North America,Make Up Brushes,Aveda,Mascara,727283.62,5.66,9.41,7.22,829103.3268,0.010566812944561129
Hair/APDO,North America,Make Up Brushes,Aveda,Toner,1653315.69,7.86,8.4,1.01,1884779.8866,0.02402127196888886
Hair/APDO,North America,Make Up Brushes,Aveda,Bronzer,4126510.26,6.19,-1.17,6.41,4704221.696400001,0.05995468732161508
Hair/APDO,North America,Make Up Brushes,Aveda,Hair Dye,2681864.33,10.32,1.41,14.49,3057325.3362000003,0.03896520963554873
Hair/APDO,North America,Make Up Brushes,Aveda,Face Make-Up,3387108.57,5.35,3.6,13.25,3861303.7698000004,0.0492118091180301
Hair/APDO,North America,Make Up Brushes,Aveda,Tools,1856552.84,6.42,10.17,9.48,2116470.2376,0.026974135045106238
Hair/APDO,North America,Make Up Brushes,Elizabeth Arden,Lipstick,3066406.29,5.8,-2.19,9.72,3495703.1706000003,0.044552277526139904
Hair/APDO,North America,Make Up Brushes,Elizabeth Arden,Mascara,1435207.29,12.56,5.9,4.97,1636136.3106000002,0.02085234226793187
Hair/APDO,North America,Make Up Brushes,Elizabeth Arden,Toner,4767913.2,17.64,9.45,2.09,5435421.048,0.06927372696817218
Hair/APDO,North America,Make Up Brushes,Elizabeth Arden,Bronzer,977585.09,12.39,-1.79,14.7,1114447.0026,0.014203480594574585
Hair/APDO,North America,Make Up Brushes,Elizabeth Arden,Hair Dye,1213341.05,12.31,2.28,9.95,1383208.7970000003,0.017628814345230812
Hair/APDO,North America,Make Up Brushes,Elizabeth Arden,Face Make-Up,1080663.84,11.45,0.49,13.43,1231956.7776000001,0.01570112723455966
Hair/APDO,North America,Make Up Brushes,Elizabeth Arden,Tools,682635.7,18.71,11.66,5.17,778204.698,0.009918116609280363
Hair/APDO,North America,Make Up Brushes,Kilian,Lipstick,4051807.95,5.47,14.34,8.37,4619061.063000001,0.05886932624020283
Hair/APDO,North America,Make Up Brushes,Kilian,Mascara,1864764.62,10.44,-3.67,14.85,2125831.6668000002,0.027093445230040543
Hair/APDO,North America,Make Up Brushes,Kilian,Toner,676813.75,14.82,3.85,14.28,771567.675,0.009833528623340864
Hair/APDO,North America,Make Up Brushes,Kilian,Bronzer,1606998.83,12.98,4.65,10.84,1831978.6662000003,0.023348327353692626
Hair/APDO,North America,Make Up Brushes,Kilian,Hair Dye,806046.04,7.91,-0.71,11.33,918892.4856000001,0.01171116397394491
Hair/APDO,North America,Make Up Brushes,Kilian,Face Make-Up,1351124.13,13.6,-0.7,13.06,1540281.5082,0.019630685407974535
Hair/APDO,North America,Make Up Brushes,Kilian,Tools,4739834.55,12.78,2.05,4.28,5403411.387,0.06886576804523396
Hair/APDO,North America,Make Up Brushes,Frederic Malle,Lipstick,724014.51,9.03,8.08,8.47,825376.5414000001,0.010519315554388651
Hair/APDO,North America,Make Up Brushes,Frederic Malle,Mascara,4748185.75,10.94,8.88,7.85,5412931.755000001,0.06898710388428754
Hair/APDO,North America,Make Up Brushes,Frederic Malle,Toner,2806592.97,9.02,4.1,7.59,3199515.9858000004,0.04077741077890668
Hair/APDO,North America,Make Up Brushes,Frederic Malle,Bronzer,3679891.35,19.11,1.59,1.59,4195076.139,0.053465694101234584
Hair/APDO,North America,Make Up Brushes,Frederic Malle,Hair Dye,2733328.06,13.17,-1.63,11.65,3115993.9884000006,0.03971293389797527
Hair/APDO,North America,Make Up Brushes,Frederic Malle,Face Make-Up,4932180.99,19.19,-1.06,13.26,5622686.328600001,0.07166039836020277
Hair/APDO,North America,Make Up Brushes,Frederic Malle,Tools,3670221.36,11.81,5.81,12.89,4184052.3504000003,0.05332519736420401
Hair/APDO,North America,Make Up Brushes,Balmain,Lipstick,2660607.23,10.6,4.86,9.11,3033092.2422,0.03865636203707837
Hair/APDO,North America,Make Up Brushes,Balmain,Mascara,1350849.44,18.51,8.48,9.87,1539968.3616000002,0.019626694395709274
Hair/APDO,North America,Make Up Brushes,Balmain,Toner,947733.02,14.06,-2.58,2.1,1080415.6428,0.01376975538610922
Hair/APDO,North America,Make Up Brushes,Balmain,Bronzer,2872899.03,11.04,6.78,2.25,3275104.8942,0.04174078148304937
Hair/APDO,North America,Make Up Brushes,Balmain,Hair Dye,2439423.78,7.62,14.74,8.86,2780943.1092000003,0.035442754472834466
Hair/APDO,North America,Make Up Brushes,Balmain,Face Make-Up,3593465.87,9.88,-3.11,14.66,4096551.0918000005,0.052210005322207896
Hair/APDO,North America,Make Up Brushes,Balmain,Tools,1788165.66,11.36,8.0,1.35,2038508.8524000002,0.025980527435923412
Hair/APDO,North America,Tools,Bobbi Brown,Lipstick,4146166.09,13.05,0.56,1.86,4726629.3426,0.06024026982776322
Hair/APDO,North America,Tools,Bobbi Brown,Mascara,1231242.87,18.43,8.72,4.5,1403616.8718000003,0.017888912576656958
Hair/APDO,North America,Tools,Bobbi Brown,Toner,795203.44,15.36,6.45,6.66,906531.9216,0.011553630210111895
Hair/APDO,North America,Tools,Bobbi Brown,Bronzer,2136251.52,8.25,8.39,14.59,2435326.7328000003,0.031037919174330353
Hair/APDO,North America,Tools,Bobbi Brown,Hair Dye,1290718.61,13.96,3.48,7.25,1471419.2154000003,0.01875304453568465
Hair/APDO,North America,Tools,Bobbi Brown,Face Make-Up,1643662.76,17.38,4.71,8.61,1873775.5464,0.02388102309916051
Hair/APDO,North America,Tools,Bobbi Brown,Tools,1871424.11,7.73,-3.28,11.0,2133423.4854,0.027190201960428855
Hair/APDO,North America,Tools,Aveda,Lipstick,1383054.27,15.35,2.81,6.82,1576681.8678000001,0.02009460320757196
Hair/APDO,North America,Tools,Aveda,Mascara,2611298.73,10.52,-2.99,5.33,2976880.5522000003,0.037939951435012435
Hair/APDO,North America,Tools,Aveda,Toner,3486804.62,14.99,0.72,7.44,3974957.2668000003,0.050660308001672795
Hair/APDO,North America,Tools,Aveda,Bronzer,1370512.53,8.16,-4.54,13.55,1562384.2842,0.019912382383487783
Hair/APDO,North America,Tools,Aveda,Hair Dye,1448179.99,8.41,0.59,2.78,1650925.1886000002,0.021040824574581247
Hair/APDO,North America,Tools,Aveda,Face Make-Up,3376682.97,6.13,-2.32,10.03,3849418.5858000005,0.049060334009825665
Hair/APDO,North America,Tools,Aveda,Tools,2028472.79,15.62,6.15,4.58,2312458.9806000004,0.02947198581904269
Hair/APDO,North America,Tools,Elizabeth Arden,Lipstick,3428725.78,6.74,5.73,7.12,3908747.3892,0.04981647181254331
Hair/APDO,North America,Tools,Elizabeth Arden,Mascara,1705431.12,14.06,12.43,14.98,1944191.4768000003,0.024778464878493188
Hair/APDO,North America,Tools,Elizabeth Arden,Toner,3234932.46,11.07,-0.5,4.6,3687823.0044000004,0.047000819560749876
Hair/APDO,North America,Tools,Elizabeth Arden,Bronzer,2657547.4,10.51,13.28,6.16,3029604.0360000003,0.038611905307457325
Hair/APDO,North America,Tools,Elizabeth Arden,Hair Dye,2180500.66,10.75,11.73,10.11,2485770.7524000006,0.03168082157509899
Hair/APDO,North America,Tools,Elizabeth Arden,Face Make-Up,3263759.83,10.01,11.36,1.54,3720686.2062000004,0.047419656749017165
Hair/APDO,North America,Tools,Elizabeth Arden,Tools,4418587.28,12.69,2.97,7.96,5037189.4992,0.06419831821178258
Hair/APDO,North America,Tools,Kilian,Lipstick,3503369.89,5.19,12.43,7.25,3993841.6746000005,0.050900987297414595
Hair/APDO,North America,Tools,Kilian,Mascara,2043349.34,7.07,3.79,7.95,2329418.2476000004,0.029688129448278297
Hair/APDO,North America,Tools,Kilian,Toner,2316410.13,15.18,3.42,14.46,2640707.5482,0.03365547067675816
Hair/APDO,North America,Tools,Kilian,Bronzer,3196748.83,17.11,-2.81,6.56,3644293.6662000003,0.046446043865740645
Hair/APDO,North America,Tools,Kilian,Hair Dye,2015814.66,13.54,12.22,2.1,2298028.7124,0.029288073947168085
Hair/APDO,North America,Tools,Kilian,Face Make-Up,826586.59,17.75,-0.74,10.36,942308.7126000001,0.012009600709847754
Hair/APDO,North America,Tools,Kilian,Tools,2942951.6,17.49,-2.5,2.82,3354964.8240000005,0.042758585793664504
Hair/APDO,North America,Tools,Frederic Malle,Lipstick,3005682.62,19.2,3.3,5.58,3426478.1868000007,0.04367001420471757
Hair/APDO,North America,Tools,Frederic Malle,Mascara,3230101.95,18.96,11.74,14.94,3682316.2230000007,0.0469306363554732
Hair/APDO,North America,Tools,Frederic Malle,Toner,601558.62,6.69,7.19,12.49,685776.8268,0.008740135537121448
Hair/APDO,North America,Tools,Frederic Malle,Bronzer,1783599.54,8.59,10.74,1.79,2033303.4756000002,0.02591418559266504
Hair/APDO,North America,Tools,Frederic Malle,Hair Dye,2162221.91,12.59,6.21,11.2,2464932.9774,0.03141524687109232
Hair/APDO,North America,Tools,Frederic Malle,Face Make-Up,2096805.76,14.19,6.71,8.67,2390358.5664000004,0.030464805802993804
Hair/APDO,North America,Tools,Frederic Malle,Tools,3382174.82,8.89,-3.31,2.67,3855679.2948000003,0.04914012592328797
Hair/APDO,North America,Tools,Balmain,Lipstick,1510620.72,12.5,11.81,10.82,1722107.6208000001,0.021948035318626116
Hair/APDO,North America,Tools,Balmain,Mascara,4050682.72,10.26,3.09,6.51,4617778.3008,0.058852977604536304
Hair/APDO,North America,Tools,Balmain,Toner,1363429.33,5.92,6.82,14.85,1554309.4362000003,0.01980946950687314
Hair/APDO,North America,Tools,Balmain,Bronzer,1250733.67,5.7,10.59,4.54,1425836.3838000002,0.0181720973371495
Hair/APDO,North America,Tools,Balmain,Hair Dye,4233397.12,15.56,13.91,6.72,4826072.7168000005,0.06150766256372419
Hair/APDO,North America,Tools,Balmain,Face Make-Up,3478864.28,11.97,7.61,7.29,3965905.2792,0.050544941609265634
Hair/APDO,North America,Tools,Balmain,Tools,1348845.11,12.62,5.57,12.35,1537683.4254000003,0.019597573184112115
Hair/APDO,Europe,Fragrance,Bobbi Brown,Lipstick,3809843.18,14.96,-2.73,11.09,4343221.2252,0.0553537837565652
Hair/APDO,Europe,Fragrance,Bobbi Brown,Mascara,2751373.2,18.41,13.4,1.77,3136565.4480000003,0.03997511444720642
Hair/APDO,Europe,Fragrance,Bobbi Brown,Toner,4192887.02,5.57,2.34,8.59,4779891.2028,0.060919085236676086
Hair/APDO,Europe,Fragrance,Bobbi Brown,Bronzer,1166453.59,16.19,-4.83,3.36,1329757.0926000003,0.016947579396937064
Hair/APDO,Europe,Fragrance,Bobbi Brown,Hair Dye,3113585.73,15.72,13.33,10.88,3549487.7322000004,0.04523775469570567
Hair/APDO,Europe,Fragrance,Bobbi Brown,Face Make-Up,3523006.72,10.92,-4.97,2.68,4016227.6608000007,0.051186293749709164
Hair/APDO,Europe,Fragrance,Bobbi Brown,Tools,2905495.45,15.13,3.35,11.23,3312264.8130000005,0.04221437976483434
Hair/APDO,Europe,Fragrance,Aveda,Lipstick,2848380.33,6.11,-1.16,12.76,3247153.5762000005,0.04138454560832445
Hair/APDO,Europe,Fragrance,Aveda,Mascara,3762107.36,18.42,-2.65,14.86,4288802.3904,0.054660222858417595
Hair/APDO,Europe,Fragrance,Aveda,Toner,1442330.21,5.18,14.95,4.94,1644256.4394,0.020955832242392003
Hair/APDO,Europe,Fragrance,Aveda,Bronzer,3506087.54,7.65,6.6,13.66,3996939.7956000003,0.05094047244242417
Hair/APDO,Europe,Fragrance,Aveda,Hair Dye,1940815.25,15.05,-1.24,9.75,2212529.3850000002,0.02819839625523485
Hair/APDO,Europe,Fragrance,Aveda,Face Make-Up,2014026.58,8.17,1.26,3.5,2295990.3012,0.029262094664299163
Hair/APDO,Europe,Fragrance,Aveda,Tools,4558622.49,10.96,-0.09,7.28,5196829.638600001,0.06623291080954016
Hair/APDO,Europe,Fragrance,Elizabeth Arden,Lipstick,1942412.75,16.17,14.42,7.13,2214350.535,0.028221606572660856
Hair/APDO,Europe,Fragrance,Elizabeth Arden,Mascara,4374650.3,13.49,-1.86,10.67,4987101.342,0.06355995123053676
Hair/APDO,Europe,Fragrance,Elizabeth Arden,Toner,2810455.24,14.76,12.79,7.17,3203918.9736000006,0.04083352627980493
Hair/APDO,Europe,Fragrance,Elizabeth Arden,Bronzer,4555299.3,16.26,4.77,9.45,5193041.2020000005,0.06618462768292549
Hair/APDO,Europe,Fragrance,Elizabeth Arden,Hair Dye,1965115.1,19.75,8.35,1.61,2240231.214,0.028551452425441038
Hair/APDO,Europe,Fragrance,Elizabeth Arden,Face Make-Up,1969798.58,14.35,-3.87,1.33,2245570.3812,0.028619499409765523
Hair/APDO,Europe,Fragrance,Elizabeth Arden,Tools,2525109.08,9.99,3.77,4.68,2878624.3512000004,0.036687689065474684
Hair/APDO,Europe,Fragrance,Kilian,Lipstick,1241229.86,15.34,5.29,3.8,1415002.0404000003,0.01803401505429725
Hair/APDO,Europe,Fragrance,Kilian,Mascara,1938152.42,13.88,-3.56,3.06,2209493.7588,0.028159707598238604
Hair/APDO,Europe,Fragrance,Kilian,Toner,829605.22,17.18,10.05,11.55,945749.9508000001,0.012053458838481038
Hair/APDO,Europe,Fragrance,Kilian,Bronzer,3723464.05,15.04,4.54,9.99,4244749.017,0.05409876840364975
Hair/APDO,Europe,Fragrance,Kilian,Hair Dye,672627.0,14.32,10.56,8.01,766794.78,0.009772698703789478
Hair/APDO,Europe,Fragrance,Kilian,Face Make-Up,2108809.98,9.16,7.86,10.7,2404043.3772000005,0.030639216918268698
Hair/APDO,Europe,Fragrance,Kilian,Tools,4419354.2,10.14,10.4,8.86,5038063.788000001,0.06420946090764508
Hair/APDO,Europe,Fragrance,Frederic Malle,Lipstick,4472764.21,12.92,5.35,9.09,5098951.1994,0.06498546296450033
Hair/APDO,Europe,Fragrance,Frederic Malle,Mascara,3871919.1,19.47,-3.53,1.75,4413987.774,0.05625569412132984
Hair/APDO,Europe,Fragrance,Frederic Malle,Toner,4718976.52,12.95,7.3,7.75,5379633.2328,0.0685627185947293
Hair/APDO,Europe,Fragrance,Frederic Malle,Bronzer,921458.54,16.52,9.94,5.36,1050462.7356000002,0.013388009520066467
Hair/APDO,Europe,Fragrance,Frederic Malle,Hair Dye,1878076.6,17.57,-3.55,13.34,2141007.3240000005,0.027286856986765848
Hair/APDO,Europe,Fragrance,Frederic Malle,Face Make-Up,1654977.6,13.89,13.72,10.49,1886674.4640000004,0.02404541810887851
Hair/APDO,Europe,Fragrance,Frederic Malle,Tools,2364934.16,15.34,1.88,4.88,2696024.9424000005,0.03436048359637579
Hair/APDO,Europe,Fragrance,Balmain,Lipstick,4985074.75,16.26,7.89,5.97,5682985.215000001,0.07242889974327325
Hair/APDO,Europe,Fragrance,Balmain,Mascara,721223.73,5.47,6.08,11.67,822195.0522,0.010478767892625798
Hair/APDO,Europe,Fragrance,Balmain,Toner,2918206.36,17.61,-4.33,6.13,3326755.2504000003,0.04239905848525589
Hair/APDO,Europe,Fragrance,Balmain,Bronzer,1566816.76,11.71,-3.55,14.36,1786171.1064000002,0.022764516023780833
Hair/APDO,Europe,Fragrance,Balmain,Hair Dye,1504649.3,18.83,3.52,14.8,1715300.2020000003,0.021861275660607953
Hair/APDO,Europe,Fragrance,Balmain,Face Make-Up,2993262.73,18.96,-4.89,11.48,3412319.5122,0.04348956375758385
Hair/APDO,Europe,Fragrance,Balmain,Tools,4563727.94,7.1,-3.08,6.94,5202649.851600001,0.06630708865936964
Hair/APDO,Europe,Hair Dye,Bobbi Brown,Lipstick,4701555.08,13.14,5.55,2.98,5359772.791200001,0.06830959987647067
Hair/APDO,Europe,Hair Dye,Bobbi Brown,Mascara,503552.8,17.15,-3.25,9.87,574050.192,0.007316194259001739
Hair/APDO,Europe,Hair Dye,Bobbi Brown,Toner,4615774.05,8.13,8.31,2.1,5261982.417,0.06706327440828291
Hair/APDO,Europe,Hair Dye,Bobbi Brown,Bronzer,3216898.15,7.46,9.72,5.22,3667263.8910000003,0.04673879636221527
Hair/APDO,Europe,Hair Dye,Bobbi Brown,Hair Dye,2585259.54,13.99,-1.57,11.38,2947195.8756000004,0.03756162413271751
Hair/APDO,Europe,Hair Dye,Bobbi Brown,Face Make-Up,1861881.53,14.94,-1.83,10.63,2122544.9442000003,0.0270515563824238
Hair/APDO,Europe,Hair Dye,Bobbi Brown,Tools,1076846.33,11.38,-0.06,11.48,1227604.8162000002,0.015645662058423847
Hair/APDO,Europe,Hair Dye,Aveda,Lipstick,1679157.52,18.23,12.84,3.75,1914239.5728000002,0.024396731798102596
Hair/APDO,Europe,Hair Dye,Aveda,Mascara,3262306.75,6.32,2.83,10.99,3719029.6950000003,0.04739854473146137
Hair/APDO,Europe,Hair Dye,Aveda,Toner,3467404.61,14.37,0.65,6.29,3952841.2554,0.05037844234272585
Hair/APDO,Europe,Hair Dye,Aveda,Bronzer,963257.65,15.79,5.08,10.92,1098113.7210000001,0.013995315066998946
Hair/APDO,Europe,Hair Dye,Aveda,Hair Dye,1620245.86,9.87,1.68,1.36,1847080.2804000003,0.023540795442113193
Hair/APDO,Europe,Hair Dye,Aveda,Face Make-Up,2034715.43,17.05,12.95,8.26,2319575.5902,0.029562686073174957
Hair/APDO,Europe,Hair Dye,Aveda,Tools,2549757.63,5.46,12.58,1.18,2906723.6982,0.037045811550351575
Hair/APDO,Europe,Hair Dye,Elizabeth Arden,Lipstick,4751375.36,12.34,1.84,13.94,5416567.910400001,0.06903344620702005
Hair/APDO,Europe,Hair Dye,Elizabeth Arden,Mascara,609759.47,13.72,5.98,4.07,695125.7958000001,0.00885928691844419
Hair/APDO,Europe,Hair Dye,Elizabeth Arden,Toner,2429993.44,14.78,9.54,1.01,2770192.5216,0.03530573964664656
Hair/APDO,Europe,Hair Dye,Elizabeth Arden,Bronzer,4715840.44,7.47,-0.33,4.69,5376058.101600001,0.06851715401740638
Hair/APDO,Europe,Hair Dye,Elizabeth Arden,Hair Dye,670190.61,6.85,14.73,5.41,764017.2954000001,0.009737300027561901
Hair/APDO,Europe,Hair Dye,Elizabeth Arden,Face Make-Up,1018854.91,6.6,9.39,12.96,1161494.5974,0.014803096007603836
Hair/APDO,Europe,Hair Dye,Elizabeth Arden,Tools,1656285.35,5.31,-0.54,1.79,1888165.2990000003,0.02406441860503742
Hair/APDO,Europe,Hair Dye,Kilian,Lipstick,965277.21,11.47,-0.4,8.22,1100416.0194,0.014024657557553478
Hair/APDO,Europe,Hair Dye,Kilian,Mascara,1640721.89,19.11,13.12,8.94,1870422.9546,0.023838294757245877
Hair/APDO,Europe,Hair Dye,Kilian,Toner,2094907.96,10.72,3.24,11.19,2388195.0744000003,0.03043723238176621
Hair/APDO,Europe,Hair Dye,Kilian,Bronzer,2532375.48,17.85,13.88,5.7,2886908.0472000004,0.036793263682403855
Hair/APDO,Europe,Hair Dye,Kilian,Hair Dye,3023125.17,6.43,-0.99,6.79,3446362.6938000005,0.043923439633336676
Hair/APDO,Europe,Hair Dye,Kilian,Face Make-Up,1427912.22,18.15,-1.83,7.38,1627819.9308000002,0.0207463511002668
Hair/APDO,Europe,Hair Dye,Kilian,Tools,3225646.58,15.38,2.66,13.17,3677237.1012000004,0.04686590361559819
Hair/APDO,Europe,Hair Dye,Frederic Malle,Lipstick,3057436.18,11.59,-3.66,7.51,3485477.2452000007,0.044421949450743216
Hair/APDO,Europe,Hair Dye,Frederic Malle,Mascara,4193311.28,14.22,11.64,7.92,4780374.8592,0.06092524937393502
Hair/APDO,Europe,Hair Dye,Frederic Malle,Toner,1033077.67,5.2,1.06,10.77,1177708.5438,0.015009740623737755
Hair/APDO,Europe,Hair Dye,Frederic Malle,Bronzer,4056169.57,9.44,4.91,6.9,4624033.3098,0.05893269687224765
Hair/APDO,Europe,Hair Dye,Frederic Malle,Hair Dye,2347352.53,8.47,-2.27,3.75,2675981.8842,0.03410503745354848
Hair/APDO,Europe,Hair Dye,Frederic Malle,Face Make-Up,748995.74,7.97,-4.82,9.78,853855.1436000001,0.010882271596950228
Hair/APDO,Europe,Hair Dye,Frederic Malle,Tools,1923689.33,19.6,-1.13,5.84,2193005.8362000003,0.027949571191439905
Hair/APDO,Europe,Hair Dye,Balmain,Lipstick,2110285.21,5.13,11.78,1.45,2405725.1394,0.03066065075650116
Hair/APDO,Europe,Hair Dye,Balmain,Mascara,4730809.26,18.38,5.71,8.61,5393122.5564,0.06873463825132987
Hair/APDO,Europe,Hair Dye,Balmain,Toner,3442000.65,10.81,7.94,1.63,3923880.7410000004,0.050009344392505116
Hair/APDO,Europe,Hair Dye,Balmain,Bronzer,743214.32,11.86,5.99,13.43,847264.3248000001,0.010798272477467867
Hair/APDO,Europe,Hair Dye,Balmain,Hair Dye,970972.85,17.34,-0.8,6.52,1106909.049,0.014107410366532677
Hair/APDO,Europe,Hair Dye,Balmain,Face Make-Up,1924710.96,11.0,-1.99,8.05,2194170.4944,0.027964414607146906
Hair/APDO,Europe,Hair Dye,Balmain,Tools,4107391.65,11.62,4.81,12.88,4682426.481000001,0.05967691016553116
Hair/APDO,Europe,Face Make-Up,Bobbi Brown,Lipstick,3677261.52,12.36,0.15,13.39,4192078.1328000003,0.05342748490619456
Hair/APDO,Europe,Face Make-Up,Bobbi Brown,Mascara,3096591.81,8.32,0.38,12.24,3530114.6634000004,0.04499084747973559
Hair/APDO,Europe,Face Make-Up,Bobbi Brown,Toner,698655.03,19.88,-2.39,12.14,796466.7342000001,0.0101508638607683
Hair/APDO,Europe,Face Make-Up,Bobbi Brown,Bronzer,2276488.93,12.38,12.61,6.78,2595197.3802000005,0.033075449566256035
Hair/APDO,Europe,Face Make-Up,Bobbi Brown,Hair Dye,2918721.89,5.74,-4.95,4.43,3327342.9546000003,0.04240654869805252
Hair/APDO,Europe,Face Make-Up,Bobbi Brown,Face Make-Up,3562623.92,6.82,-2.72,6.75,4061391.2688,0.05176189799855402
Hair/APDO,Europe,Face Make-Up,Bobbi Brown,Tools,3415266.67,15.68,-1.43,2.11,3893404.0038000005,0.04962092238195078
Hair/APDO,Europe,Face Make-Up,Aveda,Lipstick,4731786.65,8.91,12.07,13.09,5394236.781000001,0.06874883889743255
Hair/APDO,Europe,Face Make-Up,Aveda,Mascara,3976351.66,7.53,11.44,11.77,4533040.8924,0.057773010470131496
Hair/APDO,Europe,Face Make-Up,Aveda,Toner,3185253.46,10.06,0.25,2.71,3631188.9444000004,0.046279025908539134
Hair/APDO,Europe,Face Make-Up,Aveda,Bronzer,2793906.8,13.78,2.19,7.66,3185053.7520000003,0.04059309150966079
Hair/APDO,Europe,Face Make-Up,Aveda,Hair Dye,2135815.06,14.62,13.03,3.29,2434829.1684000003,0.031031577781439116
Hair/APDO,Europe,Face Make-Up,Aveda,Face Make-Up,2216339.64,7.11,7.5,11.2,2526627.1896000006,0.032201531498118934
Hair/APDO,Europe,Face Make-Up,Aveda,Tools,4693607.3,9.18,14.0,1.89,5350712.322000001,0.06819412538718611
