Portfolio,Geography,Category,Brand,Segment,Initial Sales ($),Margin (%),Trend (%),Contribution (%),Optimized Sales ($),Optimized Contribution (%),Optimized Sales for Margin ($),Optimized Margin ($),Optimized Margin Contribution (%),Optimized Sales for Target ($),Optimized Margin for Target ($),Optimized Margin Contribution for Target (%),Optimized Sales for Margin Target ($),Achieved Margin ($)
Hair/APDO,South America,Fragrance,Balmain,Toner,2246546.56,6.44,13.29,2.27,2561063.0784000005,0.03264041237552865,2561063.0784000005,164932.46224896002,0.016935634873586063,2224081.0944,143230.82247935998,0.01509427618852065,2920510.5280000004,188080.87800320002
Hair/APDO,South America,Fragrance,Balmain,Bronzer,3416941.3,11.2,3.11,10.51,3895313.0820000004,0.049645253332730815,3895313.0820000004,436275.065184,0.04479770148130903,3895313.0820000004,436275.065184,0.045976530847619074,4442023.6899999995,497506.6532799999
Hair/APDO,South America,Fragrance,Balmain,Hair Dye,801921.8,13.91,10.44,12.59,914190.8520000002,0.011651242271571802,914190.8520000002,127163.94751320002,0.013057479132983702,793902.582,110431.84915620001,0.011637780209025457,721729.6200000001,100392.59014200002
Hair/APDO,South America,Fragrance,Balmain,Face Make-Up,1267386.75,18.46,8.12,13.35,1444820.8950000003,0.018414052437569352,1444820.8950000003,266713.93721700006,0.027386784837938424,1254712.8825,231619.99810950004,0.024409105259122762,1140648.075,210563.634645
Hair/APDO,South America,Fragrance,Balmain,Tools,2683763.23,13.13,13.38,13.6,3059490.0822000005,0.038992799038841536,3059490.0822000005,401711.0477928601,0.04124859071003444,3059490.0822000005,401711.0477928601,0.042334026981093564,3488892.199,458091.5457287
Hair/APDO,South America,Hair Dye,Bobbi Brown,Lipstick,2516723.93,9.12,2.86,6.43,2869065.2802000004,0.036565859961772224,2869065.2802000004,261658.75355424001,0.026867707249669647,2491556.6907,227229.97019184,0.023946465355801493,3271741.109,298382.78914079996
Hair/APDO,South America,Hair Dye,Bobbi Brown,Mascara,1790900.94,9.03,12.22,1.98,2041627.0716000001,0.026020268729850804,2041627.0716000001,184358.92456548,0.018930387563213937,1772991.9305999998,160101.17133317998,0.016872145648377638,2328171.222,210233.8613466
Hair/APDO,South America,Hair Dye,Bobbi Brown,Toner,3549250.32,7.59,1.89,1.86,4046145.3648,0.05156759095559409,4046145.3648,307102.43318831996,0.0315339661237613,4046145.3648,307102.43318831996,0.032363766851783604,4614025.416,350204.52907439996
Hair/APDO,South America,Hair Dye,Bobbi Brown,Bronzer,1714881.37,16.53,12.7,4.1,1954964.7618000004,0.02491576898006135,1954964.7618000004,323155.67512554006,0.03318234898471512,1954964.7618000004,323155.67512554006,0.03405552609275605,1543393.2330000002,255122.90141490006
Hair/APDO,South America,Hair Dye,Bobbi Brown,Hair Dye,2585965.28,12.05,12.47,11.68,2948000.4192,0.037571877935171485,2948000.4192,355234.0505136,0.036476228464243955,2948000.4192,355234.0505136,0.03743608238228092,3361754.864,405091.46111200005
Hair/APDO,South America,Hair Dye,Bobbi Brown,Face Make-Up,2808847.48,15.06,11.95,1.13,3202086.1272000005,0.040810166893297986,3202086.1272000005,482234.1707563201,0.04951688544592189,3202086.1272000005,482234.1707563201,0.05081989780507647,3651501.724,549916.1596344
Hair/APDO,South America,Hair Dye,Bobbi Brown,Tools,2313005.14,18.61,9.81,8.6,2636825.8596000005,0.03360599906565809,2636825.8596000005,490713.29247156007,0.05038754066721629,2636825.8596000005,490713.29247156007,0.05171346388806366,2081704.6260000002,387405.2308986
Hair/APDO,South America,Hair Dye,Aveda,Lipstick,2883400.37,10.22,5.41,10.18,3287076.4218000006,0.041893357029089084,3287076.4218000006,335939.2103079601,0.034494991027955293,3287076.4218000006,335939.2103079601,0.035402709662388385,3748420.481,383088.5731582001
Hair/APDO,South America,Hair Dye,Aveda,Mascara,2382633.67,15.71,12.22,3.17,2716202.3838000004,0.034617642435427316,2716202.3838000004,426715.3944949801,0.0438160930696394,2716202.3838000004,426715.3944949801,0.04496909189590765,2144370.303,336880.5746013
Hair/APDO,South America,Hair Dye,Aveda,Toner,2531961.6,11.12,8.75,4.5,2886436.2240000004,0.03678725035772387,2886436.2240000004,320971.7081088,0.032958094356686625,2886436.2240000004,320971.7081088,0.03382537031506341,3291550.08,366020.36889599997
Hair/APDO,South America,Hair Dye,Aveda,Bronzer,3381129.12,18.16,3.36,13.75,3854487.1968000005,0.04912493279093593,3854487.1968000005,699974.8749388801,0.07187498895611551,3854487.1968000005,699974.8749388801,0.07376634375520112,3043016.208,552611.7433728001
Hair/APDO,South America,Hair Dye,Aveda,Hair Dye,4969236.83,6.59,-0.34,14.31,5664929.986200001,0.07219878822492101,5664929.986200001,373318.8860905801,0.03833321991337576,5664929.986200001,373318.8860905801,0.03934193964329231,6460007.879000001,425714.51922610006
Hair/APDO,South America,Hair Dye,Aveda,Face Make-Up,4812474.59,6.47,-4.7,3.26,5486221.0326000005,0.06992116609608713,5486221.0326000005,354958.50080922,0.036447934403030825,5486221.0326000005,354958.50080922,0.03740704377683567,6256216.967,404777.23776489997
Hair/APDO,South America,Hair Dye,Aveda,Tools,4982057.53,7.7,5.05,12.88,5679545.584200001,0.07238506210074175,5679545.584200001,437325.0099834001,0.04490551216646827,5679545.584200001,437325.0099834001,0.04608717851765623,6476674.789000001,498703.9587530001
Hair/APDO,South America,Hair Dye,Elizabeth Arden,Lipstick,591807.25,14.07,0.54,13.07,674660.2650000001,0.00859845641784855,674660.2650000001,94924.69928550001,0.009747080869729275,585889.1775,82434.60727425,0.008687311209632056,532626.525,74940.5520675
Hair/APDO,South America,Hair Dye,Elizabeth Arden,Mascara,1775575.17,15.3,8.48,4.1,2024155.6938000002,0.025797598315767556,2024155.6938000002,309695.82115140004,0.03180026101216223,2024155.6938000002,309695.82115140004,0.0326370691585155,1598017.653,244496.70090899998
Hair/APDO,South America,Hair Dye,Elizabeth Arden,Toner,656596.4,11.14,0.78,12.33,748519.8960000001,0.009539787708778918,748519.8960000001,83385.1164144,0.008562170637785714,650030.436,72413.39057039999,0.007631232566400596,590936.76,65830.355064
Hair/APDO,South America,Hair Dye,Elizabeth Arden,Bronzer,4101638.85,11.86,7.13,9.46,4675868.289000001,0.059593326870327194,4675868.289000001,554557.9790754,0.056943256177659926,4675868.289000001,554557.9790754,0.058441689810991494,5332130.505,632390.677893
Hair/APDO,South America,Hair Dye,Elizabeth Arden,Hair Dye,4222211.67,11.38,0.51,4.71,4813321.303800001,0.06134514748074908,4813321.303800001,547755.9643724401,0.0562448100631515,4813321.303800001,547755.9643724401,0.05772486443229445,5488875.171,624633.9944598001
Hair/APDO,South America,Hair Dye,Elizabeth Arden,Face Make-Up,2912865.26,11.74,3.8,2.28,3320666.3964,0.04232145684118449,3320666.3964,389846.23493736,0.04003028513438087,3320666.3964,389846.23493736,0.04108366229655204,3786724.838,444561.4959812
Hair/APDO,South America,Hair Dye,Elizabeth Arden,Tools,3733716.83,8.21,-1.06,6.78,4256437.1862,0.05424773258411863,4256437.1862,349453.49298702006,0.035882667861916046,4256437.1862,349453.49298702006,0.036826902526161595,4853831.879000001,398499.5972659001
Hair/APDO,South America,Hair Dye,Kilian,Lipstick,1525002.54,13.76,2.43,7.28,1738502.8956000002,0.022156990941389006,1738502.8956000002,239217.99843456002,0.024563440219321265,1509752.5146,207741.94600896002,0.021892734082790414,1372502.286,188856.3145536
Hair/APDO,South America,Hair Dye,Kilian,Mascara,2917261.95,8.05,-1.88,13.33,3325678.6230000006,0.04238533701052644,3325678.6230000006,267717.12915150006,0.027489794834146285,2888089.3305,232491.19110525,0.02450091530017206,3792440.535,305291.46306750004
Hair/APDO,South America,Hair Dye,Kilian,Toner,2451756.66,11.18,-4.29,7.97,2795002.5924000004,0.03562194073861029,2795002.5924000004,312481.28983032005,0.03208627917896066,2427239.0934,271365.33064212,0.02859763825828509,3187283.6580000003,356338.31296440004
Hair/APDO,South America,Hair Dye,Kilian,Bronzer,2993763.75,13.38,9.14,3.48,3412890.6750000003,0.04349684315241126,3412890.6750000003,456644.77231500007,0.046889308662506464,3412890.6750000003,456644.77231500007,0.0481231776376904,3891892.875,520735.266675
Hair/APDO,South America,Hair Dye,Kilian,Hair Dye,1635004.1,17.16,13.94,2.9,1863904.6740000003,0.02375522012759001,1863904.6740000003,319846.04205840005,0.03284250844376677,1863904.6740000003,319846.04205840005,0.03370674281599123,1471503.6900000002,252510.03320400004
Hair/APDO,South America,Hair Dye,Kilian,Face Make-Up,2739423.0,8.21,-3.8,5.56,3122942.22,0.039801488196624706,3122942.22,256393.55626200003,0.02632706499123921,2712028.77,222657.56201700002,0.023464605441552728,3561249.9,292378.61679
Hair/APDO,South America,Hair Dye,Kilian,Tools,1146594.31,15.65,5.67,3.01,1307117.5134000003,0.016659040935183084,1307117.5134000003,204563.89084710003,0.021005078784776615,1135128.3669,177647.58941985,0.018721262173262615,1031934.8790000001,161497.8085635
Hair/APDO,South America,Hair Dye,Frederic Malle,Lipstick,541587.15,17.12,-1.48,9.49,617409.3510000001,0.007868801042470848,617409.3510000001,105700.48089120003,0.010853562275895215,536171.2785,91792.52287920001,0.009673488348357469,487428.43500000006,83447.74807200002
Hair/APDO,South America,Hair Dye,Frederic Malle,Mascara,2016148.61,13.78,1.31,2.22,2298409.4154000003,0.02929292595687351,2298409.4154000003,316720.81744212005,0.032521603375852554,2298409.4154000003,316720.81744212005,0.03337739328987166,1814533.749,250042.75061220003
Hair/APDO,South America,Hair Dye,Frederic Malle,Toner,1503275.04,7.82,3.56,10.22,1713733.5456000003,0.02184130883067001,1713733.5456000003,134013.96326592003,0.013760854102862385,1488242.2896,116380.54704672,0.012264679415266615,1352947.536,105800.49731520002
Hair/APDO,South America,Hair Dye,Frederic Malle,Bronzer,1687127.34,5.18,5.38,9.48,1923325.1676000003,0.02451252650985731,1923325.1676000003,99628.24368168002,0.010230051350004807,1670256.0666,86519.26424988,0.009117769818039554,2193265.5420000004,113611.15507560002
Hair/APDO,South America,Hair Dye,Frederic Malle,Hair Dye,4832917.22,13.84,4.42,9.03,5509525.6308,0.07021818013760353,5509525.6308,762518.3473027201,0.07829709287208911,5509525.6308,762518.3473027201,0.0803574421606086,6282792.386,869538.4662224
Hair/APDO,South America,Hair Dye,Frederic Malle,Face Make-Up,4675552.83,17.43,1.46,4.32,5330130.2262,0.0679318092809837,5330130.2262,929041.6984266602,0.09539608378088942,5330130.2262,929041.6984266602,0.0979063845613615,6078218.6790000005,1059433.5157497001
Hair/APDO,South America,Hair Dye,Frederic Malle,Tools,1681851.26,12.57,9.88,8.05,1917310.4364000002,0.024435869551131164,1917310.4364000002,241005.92185548003,0.0247470282033103,1665032.7474,209294.61634818002,0.022056361118677106,1513666.134,190267.83304380003
Hair/APDO,South America,Hair Dye,Balmain,Lipstick,805083.78,15.85,11.12,5.05,917795.5092000001,0.011697183153884594,917795.5092000001,145470.5882082,0.01493724602874777,797032.9422,126329.72133870001,0.013313165921252548,724575.402,114845.20121700001
Hair/APDO,South America,Hair Dye,Balmain,Mascara,3488565.83,11.4,12.78,12.83,3976965.0462000007,0.05068589688627615,3976965.0462000007,453374.01526680007,0.04655345999831257,3976965.0462000007,453374.01526680007,0.047778491281943225,4535135.579,517005.456006
Hair/APDO,South America,Hair Dye,Balmain,Toner,2864443.99,15.37,12.67,7.94,3265466.1486000004,0.04161793693704023,3265466.1486000004,501902.1470398201,0.0515364373309651,3265466.1486000004,501902.1470398201,0.05289259319949971,3723777.1870000004,572344.5536419001
Hair/APDO,South America,Hair Dye,Balmain,Bronzer,1909628.33,16.3,-0.6,6.44,2176976.2962,0.027745276810640467,2176976.2962,354847.13628060004,0.036436499243639765,2176976.2962,354847.13628060004,0.03739530770687883,1718665.4970000002,280142.47601100005
Hair/APDO,South America,Hair Dye,Balmain,Hair Dye,4395772.57,15.87,3.08,4.01,5011180.729800001,0.06386683986368723,5011180.729800001,795274.3818192601,0.08166055590971318,5011180.729800001,795274.3818192601,0.08380941306515757,5714504.341000001,906891.8389167
Hair/APDO,South America,Hair Dye,Balmain,Face Make-Up,2101857.76,9.26,-1.48,11.41,2396117.8464,0.03053820706974572,2396117.8464,221880.51257664003,0.022783188314317363,2080839.1823999998,192685.70829024,0.02030604340719137,2732415.088,253021.63714880001
Hair/APDO,South America,Hair Dye,Balmain,Tools,1634314.49,11.81,2.72,14.75,1863118.5186000003,0.023745200680328565,1863118.5186000003,220034.29704666007,0.022593614765924638,1617971.3451,191082.41585631002,0.020137081598624002,1470883.041,173711.28714210002
Hair/APDO,South America,Face Make-Up,Bobbi Brown,Lipstick,2259915.1,6.2,-3.2,9.27,2576303.2140000006,0.03283464590098862,2576303.2140000006,159730.79926800003,0.016401516460632197,2237315.949,138713.588838,0.014618230802405591,2937889.6300000004,182149.15706000003
Hair/APDO,South America,Face Make-Up,Bobbi Brown,Mascara,3197135.98,11.28,3.64,1.76,3644735.0172000006,0.046451668826236095,3644735.0172000006,411126.10994016007,0.04221535039254078,3644735.0172000006,411126.10994016007,0.04332622646667504,4156276.774,468828.0201072
Hair/APDO,South America,Face Make-Up,Bobbi Brown,Toner,2824459.3,12.57,-2.01,2.45,3219883.602,0.04103699337079263,3219883.602,404739.3687714,0.041559545495243176,3219883.602,404739.3687714,0.042653164387737724,3671797.09,461544.894213
Hair/APDO,South America,Face Make-Up,Bobbi Brown,Bronzer,1056076.21,6.52,7.19,3.75,1203926.8794,0.015343889865512245,1203926.8794,78496.03253688,0.008060148547731473,1045515.4478999999,68167.60720307998,0.0071837937702421036,950468.589,61970.552002799996
Hair/APDO,South America,Face Make-Up,Bobbi Brown,Hair Dye,1631435.68,7.6,14.16,12.96,1859836.6752000002,0.02370337401747463,1859836.6752000002,141347.5873152,0.014513887056504223,1615121.3232,122749.2205632,0.01293583744779218,2120866.384,161185.845184
Hair/APDO,South America,Face Make-Up,Bobbi Brown,Face Make-Up,1537226.77,9.91,-0.8,7.89,1752438.5178000003,0.022334598614996853,1752438.5178000003,173666.65711398004,0.017832481577574815,1521854.5023,150815.78117793,0.015893611551488607,1383504.093,137105.2556163
Hair/APDO,South America,Face Make-Up,Bobbi Brown,Tools,588247.4,15.07,5.46,13.58,670602.0360000001,0.008546734822550285,670602.0360000001,101059.7268252,0.010377039247449482,582364.926,87762.3943482,0.009248776180479515,529422.66,79783.994862
Hair/APDO,South America,Face Make-Up,Aveda,Lipstick,1239767.08,17.06,10.84,2.78,1413334.4712000003,0.018012762103984628,1413334.4712000003,241114.86078672,0.02475821429692608,1227369.4092,209389.22120951998,0.022066330983271355,1115790.3720000002,190353.8374632
Hair/APDO,South America,Face Make-Up,Aveda,Mascara,2293516.51,7.55,0.09,4.69,2614608.8214000002,0.03332284583342145,2614608.8214000002,197402.96601570002,0.02026977897388356,2270581.3449,171428.89153994998,0.018065909214260337,2981571.463,225108.6454565
Hair/APDO,South America,Face Make-Up,Aveda,Toner,3003063.77,11.17,13.95,2.77,3423492.6978,0.04363196453974661,3423492.6978,382404.13434426,0.03926611356609984,3423492.6978,382404.13434426,0.040299381931261306,3903982.901,436074.8900417
Hair/APDO,South America,Face Make-Up,Aveda,Bronzer,4881614.61,8.46,10.46,5.75,5565040.655400001,0.07092571183069783,5565040.655400001,470802.43944684014,0.04834304965404451,5565040.655400001,470802.43944684014,0.049615173104685155,6346098.993000001,536879.9748078001
Hair/APDO,South America,Face Make-Up,Aveda,Hair Dye,1143866.28,17.87,1.18,10.22,1304007.5592000003,0.016619404977594555,1304007.5592000003,233026.15082904004,0.023927647429896417,1132427.6172,202364.81519363998,0.021326069057600452,1029479.652,183968.0138124
Hair/APDO,South America,Face Make-Up,Aveda,Face Make-Up,3048996.58,12.08,4.92,11.25,3475856.1012000004,0.04429932923481299,3475856.1012000004,419883.41702496004,0.0431145703110561,3475856.1012000004,419883.41702496004,0.04424910891276801,3963695.554,478814.4229232
Hair/APDO,South America,Face Make-Up,Aveda,Tools,894978.11,15.02,12.92,1.81,1020275.0454000001,0.0130032713755424,1020275.0454000001,153245.31181908,0.01573557207397567,886028.3289,133081.45500078,0.014024692468979054,805480.299,120983.1409098
Hair/APDO,South America,Face Make-Up,Elizabeth Arden,Lipstick,1132940.03,15.75,3.75,6.65,1291551.6342000002,0.01646065585034828,1291551.6342000002,203419.38238650004,0.02088755809094744,1121610.6297,176653.67417774998,0.018616519137423387,1019646.027,160594.2492525
Hair/APDO,South America,Face Make-Up,Elizabeth Arden,Mascara,1116349.86,12.6,-2.47,7.67,1272638.8404000003,0.016219614778766787,1272638.8404000003,160352.49389040004,0.01646535345781439,1105186.3614,139253.4815364,0.014675127002265016,1004714.8740000001,126594.074124
Hair/APDO,South America,Face Make-Up,Elizabeth Arden,Toner,3936268.85,8.87,4.62,14.89,4487346.489000001,0.05719064130366742,4487346.489000001,398027.63357430004,0.04087036948273265,4487346.489000001,398027.63357430004,0.041945853049189484,5117149.505,453891.1610934999
Hair/APDO,South America,Face Make-Up,Elizabeth Arden,Bronzer,3589926.91,17.62,3.3,11.75,4092516.6774000004,0.05215858724085707,4092516.6774000004,721101.4385578801,0.07404431185778236,4092516.6774000004,721101.4385578801,0.07599275131650304,4666904.983,822308.6580046001
Hair/APDO,South America,Face Make-Up,Elizabeth Arden,Hair Dye,682291.28,6.84,-0.94,6.63,777812.0592000001,0.009913112479372467,777812.0592000001,53202.34484928001,0.005462936007260752,675468.3672,46202.03631648,0.004868968037473261,614062.152,42001.8511968
Hair/APDO,South America,Face Make-Up,Elizabeth Arden,Face Make-Up,4305851.95,10.19,8.09,10.93,4908671.223000001,0.06256036967067098,4908671.223000001,500193.59762370004,0.0513609996476835,4908671.223000001,500193.59762370004,0.052712538960319674,5597607.535,570396.2078165
Hair/APDO,South America,Face Make-Up,Elizabeth Arden,Tools,3137820.59,10.36,6.54,5.79,3577115.4726000004,0.04558986661644111,3577115.4726000004,370589.16296136,0.038052925824558534,3577115.4726000004,370589.16296136,0.039054269754106426,4079166.767,422601.67706119997
Hair/APDO,South America,Face Make-Up,Kilian,Lipstick,877431.82,19.89,-2.46,2.01,1000272.2748,0.012748338692882746,1000272.2748,198954.15545772,0.020429058582346307,868657.5018,172775.97710802,0.018207870848369844,789688.6379999999,157069.07009819997
Hair/APDO,South America,Face Make-Up,Kilian,Mascara,4453388.37,9.53,8.01,5.61,5076862.741800001,0.06470394847511346,5076862.741800001,483825.01929354004,0.04968023733916452,5076862.741800001,483825.01929354004,0.05098754822262791,5789404.881,551730.2851593
Hair/APDO,South America,Face Make-Up,Kilian,Toner,2261544.22,8.93,1.86,6.75,2578160.4108000007,0.03285831563014358,2578160.4108000007,230229.72468444004,0.023640504125963874,2238928.7778000003,199936.33985754,0.021070145948275387,2940007.4860000005,262542.6684998
Hair/APDO,South America,Face Make-Up,Kilian,Bronzer,3741872.31,12.67,13.87,1.59,4265734.4334,0.05436622477789732,4265734.4334,540468.5527117801,0.05549652230114527,4265734.4334,540468.5527117801,0.056956885847787624,4864434.0030000005,616323.7881801001
Hair/APDO,South America,Face Make-Up,Kilian,Hair Dye,2763807.45,13.76,13.4,1.69,3150740.4930000007,0.04015577353293684,3150740.4930000007,433541.8918368001,0.044517053116376944,3150740.4930000007,433541.8918368001,0.045688497359717514,3592949.6850000005,494389.8766560001
Hair/APDO,South America,Face Make-Up,Kilian,Face Make-Up,3080748.13,17.8,-0.16,13.27,3512052.8682000004,0.04476065227347826,3512052.8682000004,625145.4105396002,0.0641913318423371,3512052.8682000004,625145.4105396002,0.06588049500330578,2772673.317,493535.850426
Hair/APDO,South America,Face Make-Up,Kilian,Tools,585695.34,15.99,13.66,10.2,667692.6876000001,0.008509655559520414,667692.6876000001,106764.06074724002,0.010962773039229394,579838.3866,92716.15801734,0.009770824966490179,527125.806,84287.4163794
Hair/APDO,South America,Face Make-Up,Frederic Malle,Lipstick,2475631.6,5.67,13.4,7.58,2822220.024,0.03596882332760991,2822220.024,160019.8753608,0.016431199441723898,2450875.284,138964.6286028,0.01464468644567147,3218321.08,182478.80523600001
Hair/APDO,South America,Face Make-Up,Frederic Malle,Mascara,630485.35,15.35,4.64,2.74,718753.299,0.009160416341751453,718753.299,110328.6313965,0.011328791142480922,624180.4965,95811.70621275,0.010097047064552405,567436.815,87101.55110249999
Hair/APDO,South America,Face Make-Up,Frederic Malle,Toner,1464223.14,5.97,6.49,9.71,1669214.3796,0.021273917910426668,1669214.3796,99652.09846212,0.010232500812324186,1449580.9086,86539.98024342,0.009119952957971305,1903490.082,113638.35789539998
Hair/APDO,South America,Face Make-Up,Frederic Malle,Bronzer,2775840.34,17.26,12.22,9.62,3164457.9876,0.04033060119894762,3164457.9876,546185.4486597601,0.05608354598990296,3164457.9876,546185.4486597601,0.057559356774688014,2498256.306,431199.03841559996
Hair/APDO,South America,Face Make-Up,Frederic Malle,Hair Dye,557404.16,15.43,3.36,8.92,635440.7424000001,0.00809860875629266,635440.7424000001,98048.50655232002,0.010067840401024345,551830.1184,85147.38726912001,0.00897319555891143,501663.74400000006,77406.71569920001
Hair/APDO,South America,Face Make-Up,Frederic Malle,Face Make-Up,3420862.71,10.25,13.34,2.88,3899783.4894000003,0.04970222808757121,3899783.4894000003,399727.8076635,0.041044947168675155,3899783.4894000003,399727.8076635,0.04212502466062563,4447121.523,455829.95610749995
Hair/APDO,South America,Face Make-Up,Frederic Malle,Tools,3521803.13,5.07,13.49,2.58,4014855.5682,0.05116880660983387,4014855.5682,203553.17730774,0.020901296453324156,3486585.0987,176769.86450409002,0.01862876377056765,4578344.069,232122.04429830002
Hair/APDO,South America,Face Make-Up,Balmain,Lipstick,926979.04,10.0,2.47,4.0,1056756.1056000001,0.01346821769368166,1056756.1056000001,105675.61056000002,0.010851008534547726,917709.2496,91770.92496,0.00967121226733064,834281.136,83428.11360000001
Hair/APDO,South America,Face Make-Up,Balmain,Mascara,3133047.47,11.64,-4.32,5.48,3571674.1158000007,0.04552051723909374,3571674.1158000007,415742.8670791201,0.042689409362735665,3571674.1158000007,415742.8670791201,0.043812760064293875,4072961.7110000006,474092.7431604001
Hair/APDO,South America,Face Make-Up,Balmain,Toner,4146948.11,15.35,9.5,10.77,4727520.8454,0.06025163191379357,4727520.8454,725674.4497688999,0.07451387889805211,4727520.8454,725674.4497688999,0.07647467478128159,5391032.543,827523.4953504999
Hair/APDO,South America,Face Make-Up,Balmain,Bronzer,1899378.6,6.49,0.45,12.64,2165291.6040000003,0.027596356944079664,2165291.6040000003,140527.42509960002,0.014429670962042803,1880384.814,122036.9744286,0.01286077790625106,2469192.18,160250.57248200002
Hair/APDO,South America,Face Make-Up,Balmain,Hair Dye,4912118.59,12.41,-4.81,2.96,5599815.192600001,0.07136890873746252,5599815.192600001,694937.06540166,0.07135769538199642,5599815.192600001,694937.06540166,0.07323543785643119,6385754.167,792472.0921247001
Hair/APDO,South America,Face Make-Up,Balmain,Face Make-Up,1949362.59,13.68,-3.5,14.21,2222273.3526000003,0.02832258184180638,2222273.3526000003,304006.99463568005,0.03121611955561876,1929868.9641,264006.07428888,0.02782208837303649,1754426.331,240005.5220808
Hair/APDO,South America,Face Make-Up,Balmain,Tools,2142876.53,18.69,10.61,11.58,2442879.2442,0.031134174939620163,2442879.2442,456574.13074098004,0.04688205502736281,2442879.2442,456574.13074098004,0.04811573312672416,1928588.8769999999,360453.2611113
Hair/APDO,South America,Make Up Brushes,Bobbi Brown,Lipstick,3230238.11,14.4,7.76,9.8,3682471.4454,0.046932614644562845,3682471.4454,530275.8881376,0.0544499166586691,3682471.4454,530275.8881376,0.0558827392952759,4199309.543,604700.574192
Hair/APDO,South America,Make Up Brushes,Bobbi Brown,Mascara,2991777.04,19.8,9.65,11.88,3410625.8256000006,0.04346797794444042,3410625.8256000006,675303.9134688001,0.06934171933932592,3410625.8256000006,675303.9134688001,0.07116641240090481,2692599.336,533134.668528
Hair/APDO,South America,Make Up Brushes,Bobbi Brown,Toner,4426082.67,8.23,-3.32,7.76,5045734.2438,0.06430721985881338,5045734.2438,415263.92826474004,0.04264023085186808,5045734.2438,415263.92826474004,0.043762287445226866,5753907.471,473546.58486329997
Hair/APDO,South America,Make Up Brushes,Bobbi Brown,Bronzer,2813363.13,17.44,3.88,8.99,3207233.9682,0.04087577545034634,3207233.9682,559341.60405408,0.05743444951162471,3207233.9682,559341.60405408,0.05894580865469154,2532026.817,441585.47688479995
Hair/APDO,South America,Make Up Brushes,Bobbi Brown,Hair Dye,2871819.22,5.57,7.3,12.59,3273873.9108000007,0.04172509276138441,3273873.9108000007,182354.77683156004,0.018724597182159904,2843101.0278000003,158360.72724846003,0.016688730212714508,3733364.9860000005,207948.42972020002
Hair/APDO,South America,Make Up Brushes,Bobbi Brown,Face Make-Up,1208752.47,13.91,6.87,3.3,1377977.8158000002,0.01756214617725921,1377977.8158000002,191676.71417778003,0.019681794601378227,1196664.9453,166456.09389123,0.017541854546137336,1087877.223,151323.7217193
Hair/APDO,South America,Make Up Brushes,Bobbi Brown,Tools,1055586.08,19.7,2.87,4.18,1203368.1312000002,0.015336768693130392,1203368.1312000002,237063.52184640002,0.024342213734593894,1045030.2192,205870.9531824,0.021695560862795064,950027.4720000001,187155.411984
Hair/APDO,South America,Make Up Brushes,Aveda,Lipstick,1270960.45,15.01,7.19,10.01,1448894.9130000002,0.018465975261597725,1448894.9130000002,217479.12644130003,0.02233124412146789,1258250.8455,188863.45190955003,0.019903237694881903,1143864.405,171694.04719050002
Hair/APDO,South America,Make Up Brushes,Aveda,Mascara,896027.12,18.4,2.79,5.39,1021470.9168000001,0.01301851259938156,1021470.9168000001,187950.6486912,0.019299193846285288,887066.8488,163220.3001792,0.017200852776176143,806424.408,148382.091072
Hair/APDO,South America,Make Up Brushes,Aveda,Toner,2580626.51,10.85,12.27,14.01,2941914.2214,0.037494310144020035,2941914.2214,319197.6930219,0.032775934511606396,2941914.2214,319197.6930219,0.03363841702372049,3354814.463,363997.3692355
Hair/APDO,South America,Make Up Brushes,Aveda,Bronzer,1865539.47,17.96,10.63,14.03,2126714.9958,0.027104703142064042,2126714.9958,381958.01324568,0.03922030485184231,2126714.9958,381958.01324568,0.04025236778333611,1678985.523,301545.79993080004
Hair/APDO,South America,Make Up Brushes,Aveda,Hair Dye,1605876.4,13.65,0.49,12.54,1830699.0960000001,0.02333201939964663,1830699.0960000001,249890.42660400004,0.025659309063014283,1589817.636,217010.10731400002,0.022869452529814576,1445288.76,197281.91574000003
Hair/APDO,South America,Make Up Brushes,Aveda,Face Make-Up,523958.86,13.47,1.78,5.52,597313.1004,0.007612676969495741,597313.1004,80458.07462388,0.008261615426591765,518719.27139999997,69871.48585758,0.007363355784601509,471562.974,63519.532597800004
Hair/APDO,South America,Make Up Brushes,Aveda,Tools,3402078.46,17.77,7.18,12.94,3878369.4444000004,0.0494293088981443,3878369.4444000004,689186.25026988,0.0707671887954258,3878369.4444000004,689186.25026988,0.07262939238098388,4422701.998,785914.1450445999
Hair/APDO,South America,Make Up Brushes,Elizabeth Arden,Lipstick,1690687.0,12.79,4.01,1.16,1927383.1800000002,0.024564245344617035,1927383.1800000002,246512.308722,0.0253124363477866,1673780.13,214076.47862699997,0.022560294201532775,1521618.3,194614.98056999999
Hair/APDO,South America,Make Up Brushes,Elizabeth Arden,Mascara,3005654.64,14.92,6.84,11.31,3426446.2896000007,0.0436696076790953,3426446.2896000007,511225.7864083201,0.05249380951764575,3426446.2896000007,511225.7864083201,0.05387515816194405,3907351.032,582976.7739744
Hair/APDO,South America,Make Up Brushes,Elizabeth Arden,Toner,3071027.88,6.0,-2.67,9.35,3500971.7832000004,0.044619425301359227,3500971.7832000004,210058.30699200003,0.02156925774872796,3040317.6012,182419.05607199998,0.019224099720552734,3992336.244,239540.17463999998
