Portfolio,Geography,Category,Brand,Segment,Initial Sales ($),Margin (%),Trend (%),Contribution (%),Optimized Sales ($),Optimized Contribution (%),Optimized Sales for Margin ($),Optimized Margin ($),Optimized Margin Contribution (%),Optimized Sales for Target ($),Optimized Margin for Target ($),Optimized Margin Contribution for Target (%),Optimized Sales for Margin Target ($),Achieved Margin ($),Sales (Year 1),Margin (Year 1),Sales (Year 2),Margin (Year 2),Sales (Year 3),Margin (Year 3),Sales (Year 4),Margin (Year 4),Sales (Year 5),Margin (Year 5)
Hair/APDO,South America,Face Make-Up,Balmain,Mascara,3133047.47,11.64,-4.32,5.48,3571674.1158000007,0.04552051723909374,3571674.1158000007,415742.8670791201,0.042689409362735665,3571674.1158000007,415742.8670791201,0.043812760064293875,4072961.7110000006,474092.7431604001,2997699.819296,348932.2589660544,2868199.187102413,333858.3853787209,2744292.9822195885,319435.7031303601,2625739.5253877025,305636.0807551286,2512307.5778909535,292432.602066507
Hair/APDO,South America,Face Make-Up,Balmain,Toner,4146948.11,15.35,9.5,10.77,4727520.8454,0.06025163191379357,4727520.8454,725674.4497688999,0.07451387889805211,4727520.8454,725674.4497688999,0.07647467478128159,5391032.543,827523.4953504999,4540908.18045,697029.405699075,4972294.45759275,763247.1992404871,5444662.431064061,835755.6831683334,5961905.362015146,915152.4730693249,6528286.371406585,1002091.9580109108
Hair/APDO,South America,Face Make-Up,Balmain,Bronzer,1899378.6,6.49,0.45,12.64,2165291.6040000003,0.027596356944079664,2165291.6040000003,140527.42509960002,0.014429670962042803,1880384.814,122036.9744286,0.01286077790625106,2469192.18,160250.57248200002,1907925.8037,123824.38466013,1916511.4698166498,124381.59439110057,1925135.7714308249,124941.31156586054,1933798.8824022633,125503.54746790689,1942500.9773730733,126068.31343151246
Hair/APDO,South America,Face Make-Up,Balmain,Hair Dye,4912118.59,12.41,-4.81,2.96,5599815.192600001,0.07136890873746252,5599815.192600001,694937.06540166,0.07135769538199642,5599815.192600001,694937.06540166,0.07323543785643119,6385754.167,792472.0921247001,4675845.685821,580272.449610386,4450937.50833301,552361.3447841265,4236847.414182192,525792.76410001,4033055.053560028,500502.1321467995,3839065.105483791,476427.9795905385
Hair/APDO,South America,Face Make-Up,Balmain,Face Make-Up,1949362.59,13.68,-3.5,14.21,2222273.3526000003,0.02832258184180638,2222273.3526000003,304006.99463568005,0.03121611955561876,1929868.9641,264006.07428888,0.02782208837303649,1754426.331,240005.5220808,1881134.89935,257339.25423108003,1815295.17787275,248332.3803329922,1751759.8466472037,239640.74702133748,1690448.2520145515,231253.32087559067,1631282.563194042,223159.45464494496
Hair/APDO,South America,Face Make-Up,Balmain,Tools,2142876.53,18.69,10.61,11.58,2442879.2442,0.031134174939620163,2442879.2442,456574.13074098004,0.04688205502736281,2442879.2442,456574.13074098004,0.04811573312672416,1928588.8769999999,360453.2611113,2370235.729833,442997.0579057877,2621717.7407682817,489999.0457495919,2899881.9930637963,541987.9445036235,3207559.4725278653,599492.8654154581,3547881.532563072,663099.0584360382
Hair/APDO,South America,Make Up Brushes,Bobbi Brown,Lipstick,3230238.11,14.4,7.76,9.8,3682471.4454,0.046932614644562845,3682471.4454,530275.8881376,0.0544499166586691,3682471.4454,530275.8881376,0.0558827392952759,4199309.543,604700.574192,3480904.5873359996,501250.260576384,3751022.7833132725,540147.2807971113,4042102.151298383,582062.7097869671,4355769.278239137,627230.7760664357,4693776.9742304925,675903.884289191
Hair/APDO,South America,Make Up Brushes,Bobbi Brown,Mascara,2991777.04,19.8,9.65,11.88,3410625.8256000006,0.04346797794444042,3410625.8256000006,675303.9134688001,0.06934171933932592,3410625.8256000006,675303.9134688001,0.07116641240090481,2692599.336,533134.668528,3280483.52436,649535.73782328,3597050.18446074,712215.9365232266,3944165.5272612018,780944.774397718,4324777.500641908,856305.9451270978,4742118.529453852,938939.4688318628
Hair/APDO,South America,Make Up Brushes,Bobbi Brown,Toner,4426082.67,8.23,-3.32,7.76,5045734.2438,0.06430721985881338,5045734.2438,415263.92826474004,0.04264023085186808,5045734.2438,415263.92826474004,0.043762287445226866,5753907.471,473546.58486329997,4279136.725356,352172.95249679877,4137069.3860741807,340480.81047390506,3999718.682456518,329176.84756617143,3866928.0221989616,318248.1762269745,3738546.0118619557,307682.3367762389
Hair/APDO,South America,Make Up Brushes,Bobbi Brown,Bronzer,2813363.13,17.44,3.88,8.99,3207233.9682,0.04087577545034634,3207233.9682,559341.60405408,0.05743444951162471,3207233.9682,559341.60405408,0.05894580865469154,2532026.817,441585.47688479995,2922521.6194439996,509687.7704310335,3035915.458278427,529463.6559237577,3153708.9780596294,550006.8457735993,3276072.886408343,571347.111389615,3403184.5144009865,593515.379311532
Hair/APDO,South America,Make Up Brushes,Bobbi Brown,Hair Dye,2871819.22,5.57,7.3,12.59,3273873.9108000007,0.04172509276138441,3273873.9108000007,182354.77683156004,0.018724597182159904,2843101.0278000003,158360.72724846003,0.016688730212714508,3733364.9860000005,207948.42972020002,3081462.02306,171637.434684442,3306408.75074338,184166.96741640626,3547776.5895476467,197611.1560378039,3806764.2805846245,212036.77042856358,4084658.073067302,227515.45466984872
Hair/APDO,South America,Make Up Brushes,Bobbi Brown,Face Make-Up,1208752.47,13.91,6.87,3.3,1377977.8158000002,0.01756214617725921,1377977.8158000002,191676.71417778003,0.019681794601378227,1196664.9453,166456.09389123,0.017541854546137336,1087877.223,151323.7217193,1291793.7646889999,179688.51266823988,1380539.996323134,192033.11348854794,1475383.0940705335,205225.78838521123,1576741.912633179,219324.8000472752,1685064.0820310786,234392.41381052305
Hair/APDO,South America,Make Up Brushes,Bobbi Brown,Tools,1055586.08,19.7,2.87,4.18,1203368.1312000002,0.015336768693130392,1203368.1312000002,237063.52184640002,0.024342213734593894,1045030.2192,205870.9531824,0.021695560862795064,950027.4720000001,187155.411984,1085881.400496,213918.63589771197,1117046.1966902353,220058.10074797634,1149105.4225352448,226373.76823944322,1182084.7481620065,232870.69538791524,1216010.5804342558,239554.08434554836
Hair/APDO,South America,Make Up Brushes,Aveda,Lipstick,1270960.45,15.01,7.19,10.01,1448894.9130000002,0.018465975261597725,1448894.9130000002,217479.12644130003,0.02233124412146789,1258250.8455,188863.45190955003,0.019903237694881903,1143864.405,171694.04719050002,1362342.506355,204487.6102038855,1460294.9325619247,219190.2693775449,1565290.138213127,234950.04974579037,1677834.4991506513,251842.95832251277,1798470.7996395829,269950.4670259014
Hair/APDO,South America,Make Up Brushes,Aveda,Mascara,896027.12,18.4,2.79,5.39,1021470.9168000001,0.01301851259938156,1021470.9168000001,187950.6486912,0.019299193846285288,887066.8488,163220.3001792,0.017200852776176143,806424.408,148382.091072,921026.276648,169468.834903232,946722.9097664792,174197.01539703217,973136.478948964,179057.11212660937,1000286.9867116401,184052.8055549418,1028194.993640895,189187.87882992468
Hair/APDO,South America,Make Up Brushes,Aveda,Toner,2580626.51,10.85,12.27,14.01,2941914.2214,0.037494310144020035,2941914.2214,319197.6930219,0.032775934511606396,2941914.2214,319197.6930219,0.03363841702372049,3354814.463,363997.3692355,2897269.382777,314353.7280313045,3252764.336043738,352924.9304607455,3651878.5200763047,396228.81942827906,4099964.014489667,444846.0955721289,4603029.599067549,499428.71149882907
Hair/APDO,South America,Make Up Brushes,Aveda,Bronzer,1865539.47,17.96,10.63,14.03,2126714.9958,0.027104703142064042,2126714.9958,381958.01324568,0.03922030485184231,2126714.9958,381958.01324568,0.04025236778333611,1678985.523,301545.79993080004,2063846.315661,370666.7982927156,2283233.1790157645,410068.67895123136,2525940.8659451404,453658.9795237472,2794448.379995109,501882.9290471216,3091498.2427885896,555233.0844048307
Hair/APDO,South America,Make Up Brushes,Aveda,Hair Dye,1605876.4,13.65,0.49,12.54,1830699.0960000001,0.02333201939964663,1830699.0960000001,249890.42660400004,0.025659309063014283,1589817.636,217010.10731400002,0.022869452529814576,1445288.76,197281.91574000003,1613745.1943599998,220276.21903014,1621652.5458123635,221355.57250338764,1629598.643286844,222440.21480865421,1637583.6766389494,223530.1718612166,1645607.8366544803,224625.46970333657
Hair/APDO,South America,Make Up Brushes,Aveda,Face Make-Up,523958.86,13.47,1.78,5.52,597313.1004,0.007612676969495741,597313.1004,80458.07462388,0.008261615426591765,518719.27139999997,69871.48585758,0.007363355784601509,471562.974,63519.532597800004,533285.327708,71833.5336422676,542777.8065412025,73112.17054109999,552439.2514976359,74413.56717673155,562272.6701742938,75738.12867247738,572281.1237033963,77086.26736284749
Hair/APDO,South America,Make Up Brushes,Aveda,Tools,3402078.46,17.77,7.18,12.94,3878369.4444000004,0.0494293088981443,3878369.4444000004,689186.25026988,0.0707671887954258,3878369.4444000004,689186.25026988,0.07262939238098388,4422701.998,785914.1450445999,3646347.6934280004,647955.9851221556,3908155.4578161314,694479.2248539266,4188761.0196873294,744342.8331984384,4489514.06090088,797786.6486220864,4811861.1704735635,855067.7299931522
Hair/APDO,South America,Make Up Brushes,Elizabeth Arden,Lipstick,1690687.0,12.79,4.01,1.16,1927383.1800000002,0.024564245344617035,1927383.1800000002,246512.308722,0.0253124363477866,1673780.13,214076.47862699997,0.022560294201532775,1521618.3,194614.98056999999,1758483.5487,224910.04587872996,1828998.7390028702,233928.93871846708,1902341.5884368853,243309.4891610776,1978625.4861332043,253066.1996764368,2057968.368127146,263214.154283462
Hair/APDO,South America,Make Up Brushes,Elizabeth Arden,Mascara,3005654.64,14.92,6.84,11.31,3426446.2896000007,0.0436696076790953,3426446.2896000007,511225.7864083201,0.05249380951764575,3426446.2896000007,511225.7864083201,0.05387515816194405,3907351.032,582976.7739744,3211241.417376,479117.2194724992,3430890.330324519,511888.83728441823,3665563.2289187154,546902.0337546724,3916287.753776756,584310.132863492,4184161.8361350866,624276.9459513549
Hair/APDO,South America,Make Up Brushes,Elizabeth Arden,Toner,3071027.88,6.0,-2.67,9.35,3500971.7832000004,0.044619425301359227,3500971.7832000004,210058.30699200003,0.02156925774872796,3040317.6012,182419.05607199998,0.019224099720552734,3992336.244,239540.17463999998,2989031.435604,179341.88613624,2909224.2962733735,174553.4577764024,2831548.007562875,169892.8804537725,2755945.675760946,165356.74054565674,2682361.9262181288,160941.7155730877
Hair/APDO,South America,Make Up Brushes,Elizabeth Arden,Bronzer,1737406.36,6.19,3.59,8.76,1980643.2504000003,0.02524303794276411,1980643.2504000003,122601.81719976003,0.012589029367663925,1720032.2964,106469.99914716001,0.01122026352358884,2258628.268,139809.08978920002,1799779.2483240003,111406.33547125562,1864391.3233388318,115405.8229146737,1931322.9718466962,119548.89195731051,2000657.4665359925,123840.69717857795,2072481.0695846346,128286.57820728888
Hair/APDO,South America,Make Up Brushes,Elizabeth Arden,Hair Dye,1979356.95,15.81,7.88,5.66,2256466.9230000004,0.028758374403052057,2256466.9230000004,356747.4205263001,0.036631624688942495,2256466.9230000004,356747.4205263001,0.03759556778180386,1781421.255,281642.70041550003,2135330.27766,337595.7168980461,2303594.3035396077,364198.259389612,2485117.534658529,392897.08222951344,2680944.7963896208,423857.37230919907,2892203.246345123,457257.333247164
Hair/APDO,South America,Make Up Brushes,Elizabeth Arden,Face Make-Up,3896926.38,14.73,7.75,8.75,4442496.0732,0.05661902864825383,4442496.0732,654379.6715823602,0.06719317128660578,4442496.0732,654379.6715823602,0.06896132636842846,5066004.294,746222.4325062,4198938.17445,618503.593096485,4524355.882969874,666437.6215614625,4874993.463900039,718086.5372324758,5252805.457352291,773738.2438679925,5659897.880297094,833702.957767762
Hair/APDO,South America,Make Up Brushes,Elizabeth Arden,Tools,551253.51,15.45,2.52,14.2,628429.0014000001,0.008009245038686226,628429.0014000001,97092.28071630001,0.00996965298906975,545740.9749,84316.98062205,0.008885683757591821,496128.15900000004,76651.8005655,565145.098452,87314.917710834,579386.7549329903,89515.253637147,593987.3011573016,91771.0380288031,608955.7811464655,94083.66818712892,624301.4668313564,96454.57662544456
Hair/APDO,South America,Make Up Brushes,Kilian,Lipstick,4180931.47,13.82,0.04,3.85,4766261.8758000005,0.060745381255140875,4766261.8758000005,658697.3912355601,0.06763652441755415,4766261.8758000005,658697.3912355601,0.06941634611782209,5435210.911,751146.1479002,4182603.842588,578035.8510456616,4184276.884125035,578267.0653860797,4185950.594878685,578498.3722122343,4187624.975116636,578729.7715611191,4189300.0251066824,578961.2634697434
Hair/APDO,South America,Make Up Brushes,Kilian,Mascara,2031731.77,12.15,0.92,8.21,2316174.2178,0.02951933602892376,2316174.2178,281415.16746270005,0.028896340108251893,2011414.4523,244386.85595445,0.025754531299659714,1828558.593,222169.8690495,2050423.702284,249126.479827506,2069287.6003450134,251418.44344191914,2088325.0462681877,253731.4931215848,2107537.636693855,256065.82285830335,2126926.9829514385,258421.62842859977
Hair/APDO,South America,Make Up Brushes,Kilian,Toner,1244166.91,19.67,-2.84,14.05,1418350.2774,0.01807668789485816,1418350.2774,278989.49956458004,0.028647267092018553,1231725.2408999999,242280.35488502998,0.025532539214556508,1119750.219,220254.86807730002,1208832.5697559998,237777.3664710052,1174501.7247749297,231024.4892632287,1141145.8757913215,224463.39376815295,1108737.3329188481,218088.63338513745,1077249.192663953,211894.91619699955
Hair/APDO,South America,Make Up Brushes,Kilian,Bronzer,4611101.05,12.88,9.5,7.1,5256655.197000001,0.0669953796894524,5256655.197000001,677057.1893736001,0.06952174963870707,5256655.197000001,677057.1893736001,0.07135118010860643,5994431.365,772082.759812,5049155.64975,650331.2476878,5528825.43647625,712112.716218141,6054063.8529414935,779763.4242588644,6629199.918970934,853840.9495634564,7258973.911273173,934955.8397719847
Hair/APDO,South America,Make Up Brushes,Kilian,Hair Dye,3335155.6,10.11,1.02,9.1,3802077.3840000005,0.04845697661416539,3802077.3840000005,384390.02352240006,0.039470029117724965,3802077.3840000005,384390.02352240006,0.04050866341981074,4335702.28,438339.500508,3369174.18712,340623.510317832,3403539.7638286245,344097.8701230739,3438255.869419676,347607.66839832923,3473326.0792877567,351153.2666159922,3508754.0052964916,354735.02993547526
Hair/APDO,South America,Make Up Brushes,Kilian,Face Make-Up,2741583.53,13.69,0.73,6.14,3125405.2242,0.0398328788614813,3125405.2242,427867.97519297997,0.04393444263889644,3125405.2242,427867.97519297997,0.04509055577556717,2467425.1769999997,337790.5067312999,2761597.089769,378062.6415893761,2781756.7485243143,380822.4988729786,2802063.5727885417,383602.50311475137,2822518.636869898,386402.801387489,2843123.022919049,389223.5418376178
Hair/APDO,South America,Make Up Brushes,Kilian,Tools,877540.82,5.78,0.07,2.04,1000396.5348,0.012749922370253283,1000396.5348,57822.91971144001,0.005937386989830166,868765.4117999999,50214.64080204,0.005291833446551446,789786.738,45649.67345640001,878155.0985739998,50757.36469757719,878769.8071430016,50792.894852865495,879384.9460080017,50828.4498792625,880000.5154702071,50864.02979417797,880616.5158310363,50899.6346150339
Hair/APDO,South America,Make Up Brushes,Frederic Malle,Lipstick,966986.19,17.19,-4.22,10.23,1102364.2566,0.014049487584642492,1102364.2566,189496.41570954002,0.019457916668131736,957316.3280999999,164562.67680039,0.017342318161339135,870287.571,149602.43345490002,926179.3727819999,159210.2341812258,887094.6032505996,152491.5622987781,849659.2109934243,146056.41836976964,813803.5922895017,139892.83751456536,779461.0806948846,133989.3597714507
Hair/APDO,South America,Make Up Brushes,Frederic Malle,Mascara,1726509.87,18.07,4.7,5.28,1968221.2518000004,0.025084721203027446,1968221.2518000004,355657.5802002601,0.03651971744169324,1968221.2518000004,355657.5802002601,0.037480715750670655,1553858.8830000001,280782.3001581,1807655.83389,326643.409183923,1892615.6580828298,341995.64941556734,1981568.5940127228,358069.444938099,2074702.3179313208,374898.70885018964,2172213.326874092,392518.94816614845
Hair/APDO,South America,Make Up Brushes,Frederic Malle,Toner,2829375.21,10.73,6.29,2.6,3225487.7394000003,0.04110841736549541,3225487.7394000003,346094.83443762007,0.03553779327457237,3225487.7394000003,346094.83443762007,0.0364729527345594,3678187.773,394669.54804290005,3007342.9107089997,322687.8943190757,3196504.7797925957,342984.9628717455,3397564.93044155,364558.71703637834,3611271.7645663233,387489.4603379665,3838420.758557545,411862.5473932246
Hair/APDO,South America,Make Up Brushes,Frederic Malle,Bronzer,4986457.26,11.38,1.96,10.94,5684561.276400001,0.07244898643870025,5684561.276400001,646903.0732543202,0.06642545741358412,5684561.276400001,646903.0732543202,0.06817341048439916,6482394.438,737696.4870444001,5084191.822296,578581.0293772849,5183841.982013002,589921.2175530797,5285445.284860457,601483.6734171201,5389040.012443723,613272.7534160957,5494665.196687619,625292.8993830511
Hair/APDO,South America,Make Up Brushes,Frederic Malle,Hair Dye,2137547.33,17.5,4.09,11.07,2436803.9562000004,0.031056746192436018,2436803.9562000004,426440.692335,0.04378788603618478,2436803.9562000004,426440.692335,0.044940142608313347,1923792.597,336663.704475,2224973.015797,389370.277764475,2315974.4121430973,405295.522125042,2410697.76559975,421872.10897995625,2509295.3042127793,439126.67823723634,2611925.482155082,457086.9593771393
Hair/APDO,South America,Make Up Brushes,Frederic Malle,Face Make-Up,983539.47,17.69,9.71,3.96,1121234.9958000001,0.014289992675873539,1121234.9958000001,198346.47075702003,0.02036666015532359,973704.0752999999,172248.25092057,0.018152256807429507,885185.523,156589.31901870001,1079041.152537,190882.37988379528,1183816.0484483426,209417.0589705118,1298764.5867526764,229751.45539654847,1424874.6281263616,252060.32171555338,1563229.954517431,276535.37895413354
Hair/APDO,South America,Make Up Brushes,Frederic Malle,Tools,1153787.04,9.74,14.52,4.6,1315317.2256000002,0.01676354518961787,1315317.2256000002,128111.89777344003,0.013154816790269825,1142249.1696000001,111255.06911904001,0.011724534646847673,1038408.336,101140.9719264,1321316.918208,128696.2678334592,1513172.1347318015,147382.96592287745,1732884.7286948592,168782.9725748793,1984499.5913013527,193290.26019275177,2272648.9319583094,221356.00597273934
Hair/APDO,South America,Make Up Brushes,Balmain,Lipstick,2552572.44,5.45,2.94,9.0,2909932.5816,0.03708670834759346,2909932.5816,158591.3256972,0.016284512760571978,2527046.7155999998,137724.04600019997,0.014513948549217535,3318344.1720000003,180849.757374,2627618.069736,143205.184800612,2704870.040986239,147415.41723375002,2784393.2201912343,151749.43050042226,2866254.380864857,156210.8637571347,2950522.259662284,160803.46315159448
Hair/APDO,South America,Make Up Brushes,Balmain,Mascara,4789060.76,12.75,11.38,8.66,5459529.2664,0.06958098304353089,5459529.2664,696089.981466,0.07147607938742088,5459529.2664,696089.981466,0.07335693707842886,6225778.988,793786.82097,5334055.874487999,680092.1239972198,5941071.433004733,757486.6077081035,6617165.362080671,843688.5836652856,7370198.780285451,939700.344486395,8208927.401481934,1046638.2436889466
Hair/APDO,South America,Make Up Brushes,Balmain,Toner,683532.56,9.73,6.51,14.31,779227.1184000002,0.009931147222918355,779227.1184000002,75818.79862032001,0.007785244168910035,676697.2344000001,65842.64090712,0.006938778885926412,615179.3040000001,59856.94627920001,728030.529656,70837.3705355288,775425.3171366055,75448.8833573917,825905.5052821984,80360.6056639579,879671.9536760695,85592.08109268156,936938.5978603817,91164.12557181514
Hair/APDO,South America,Make Up Brushes,Balmain,Bronzer,4366086.62,8.43,-0.6,3.82,4977338.746800001,0.06343552823765115,4977338.746800001,419589.6563552401,0.043084406307107095,4977338.746800001,419589.6563552401,0.044218151157968295,5675912.606000001,478479.4326858001,4339890.10028,365852.73545360396,4313850.75967832,363657.6190408824,4287967.65512025,361475.6733266371,4262239.849189528,359306.81928667723,4236666.410094392,357150.9783709572
Hair/APDO,South America,Make Up Brushes,Balmain,Hair Dye,4651245.03,17.79,10.5,6.5,5302419.334200001,0.06757863760403353,5302419.334200001,943300.3995541802,0.09686019916954325,5302419.334200001,943300.3995541802,0.09940902742260299,6046618.539000001,1075693.4380881002,5139625.75815,914339.4223748851,5679286.462755751,1010345.0617242481,6275611.541345104,1116431.293205294,6934550.7531863395,1233656.57899185,7662678.582270905,1363190.5197859942
Hair/APDO,South America,Make Up Brushes,Balmain,Face Make-Up,2769713.17,11.96,0.07,8.07,3157473.0138000003,0.040241578625787616,3157473.0138000003,377633.7724504801,0.038776282115418066,3157473.0138000003,377633.7724504801,0.039796660808129554,3600627.121,430635.0036716,2771651.9692189996,331489.5755185924,2773592.1255974527,331721.61822145537,2775533.6400853707,331953.82335421036,2777476.51363343,332186.19103055826,2779420.7471929733,332418.7213642796
Hair/APDO,South America,Make Up Brushes,Balmain,Tools,637234.47,6.98,12.73,11.52,726447.2958000001,0.009258475319871154,726447.2958000001,50706.021246840006,0.005206607904952891,630862.1253,44034.176345939995,0.0046405096891447475,573511.023,40031.069405400005,718354.418031,50141.138378563795,809800.9354463463,56524.10529415497,912888.5945286661,63719.623898100894,1029099.3126121652,71831.13202032914,1160103.6551076937,80975.23512651703
Hair/APDO,South America,Tools,Bobbi Brown,Lipstick,2402907.84,12.76,2.4,11.37,2739314.9376000003,0.03491220889630296,2739314.9376000003,349536.58603776,0.03589120004259579,2739314.9376000003,349536.58603776,0.036835659226957584,2162617.056,275949.93634559994,2460577.62816,313969.705353216,2519631.4912358397,321504.9782816931,2580102.6470255,329221.09776045376,2642025.1105541126,337122.40410670475,2705433.713207411,345213.34180526563
Hair/APDO,South America,Tools,Bobbi Brown,Mascara,4028842.31,16.45,9.45,3.86,4592880.2334,0.05853565500746953,4592880.2334,755528.7983942999,0.0775793903250587,4592880.2334,755528.7983942999,0.07962085362588821,5237495.0030000005,861567.9279935,4409567.908295,725373.9209145274,4826272.075628878,793921.7564409503,5282354.786775807,868947.3624246201,5781537.314126121,951062.8881737468,6327892.59031104,1040938.331106166
Hair/APDO,South America,Tools,Bobbi Brown,Toner,2020864.91,12.05,1.62,11.57,2303785.9974,0.02936144978790718,2303785.9974,277606.21268670005,0.028505228095148213,2000656.2608999999,241079.07943845002,0.02540594367418824,1818778.419,219162.79948950003,2053602.9215419998,247459.152045811,2086871.2888709803,251467.99030895313,2120678.6037506904,255541.7717519582,2155033.5971314516,259681.54845433994,2189945.141404981,263888.38953930023
Hair/APDO,South America,Tools,Bobbi Brown,Bronzer,1982090.86,7.07,2.98,14.72,2259583.5804000003,0.028798095792043694,2259583.5804000003,159752.55913428002,0.016403750812470464,1962269.9514000001,138732.48556398,0.014620222220146993,2576718.1180000002,182173.97094260002,2041157.1676280003,144309.81175129963,2101983.6512233145,148610.24414148834,2164622.764029769,153038.8294169047,2229128.5223978567,157599.38653352848,2295556.552365313,162295.84825222762
Hair/APDO,South America,Tools,Bobbi Brown,Hair Dye,1516466.36,14.18,3.66,1.99,1728771.6504000004,0.02203296750013358,1728771.6504000004,245139.82002672006,0.025171506132506728,1501301.6964,212884.58054952,0.02243468688839568,1364819.7240000002,193531.43686320004,1571969.028776,222905.2082804368,1629503.0952292015,231063.5389035008,1689142.9085145905,239520.46442736895,1750965.5389662243,248286.91342541063,1815050.877692388,257374.2144567806
Hair/APDO,South America,Tools,Bobbi Brown,Face Make-Up,2695444.73,15.53,5.26,13.21,3072806.9922,0.03916252130676761,3072806.9922,477206.92588866,0.049000676675750955,3072806.9922,477206.92588866,0.05029010525633425,2425900.257,376742.3099121,2837225.122798,440621.06157052936,2986463.164257175,463797.72940913925,3143551.126697102,488193.48997605994,3308901.9159613694,513872.46754880063,3482950.1567409374,540902.1593418675
Hair/APDO,South America,Tools,Bobbi Brown,Tools,1800216.57,6.29,13.73,6.29,2052246.8898000002,0.0261556169172206,2052246.8898000002,129086.32936842,0.013254873610357532,1782214.4043,112101.28603047,0.011813712601392771,2340281.541,147203.7089289,2047386.305061,128780.59858833688,2328492.4447458754,146462.17477451556,2648194.457409484,166571.43137105653,3011791.556411806,189441.6888983026,3425310.537107147,215452.03278403953
Hair/APDO,South America,Tools,Aveda,Lipstick,3093824.98,16.88,1.49,11.03,3526960.4772000005,0.04495064779111976,3526960.4772000005,595350.92855136,0.061131967655808354,3526960.4772000005,595350.92855136,0.06274062516077096,2784442.482,470013.8909615999,3139922.9722019997,530018.9977076974,3186707.8244878096,537916.2807735422,3234189.7710726773,545931.2333570679,3282379.1986616603,554065.6087340881,3331286.6487217187,562321.186304226
Hair/APDO,South America,Tools,Aveda,Mascara,1109384.82,9.37,-2.11,12.36,1264698.6948000002,0.0161184186665384,1264698.6948000002,118502.26770276,0.012168078437321383,1098290.9718,102909.86405765999,0.010845081273154575,998446.3380000001,93554.4218706,1085976.800298,101756.02618792259,1063062.6898117121,99608.97403535742,1040632.0670566851,97507.22468321139,1018674.730441789,95449.82224239562,997180.6936294673,93435.83099308108
Hair/APDO,South America,Tools,Aveda,Toner,1501921.56,15.76,13.87,8.39,1712190.5784000002,0.021821643916472983,1712190.5784000002,269841.23515584,0.027707902799259866,1712190.5784000002,269841.23515584,0.028437022562519582,1351729.404,213032.55407040002,1710238.080372,269533.5214666272,1947448.1021195967,306917.82089404843,2217559.153883585,349487.3226520529,2525134.608527238,397961.2143038927,2875370.778729966,453158.43472784257
Hair/APDO,South America,Tools,Aveda,Bronzer,2930131.37,11.92,1.52,7.66,3340349.7618000004,0.04257231874654435,3340349.7618000004,398169.6916065601,0.040884956319868354,3340349.7618000004,398169.6916065601,0.04196082373173262,3809170.7810000004,454053.15709520003,2974669.3668240006,354580.58852542087,3019884.341199726,359970.2134710073,3065786.5831859615,365441.76071576664,3112386.5392503883,370996.4754786463,3159694.8146469947,376635.6219059218
Hair/APDO,South America,Tools,Aveda,Hair Dye,3212633.9,19.79,13.76,13.07,3662402.646,0.04667684043352428,3662402.646,724789.4836434,0.07442300859288238,3662402.646,724789.4836434,0.07638141326895798,2891370.51,572202.223929,3654692.32464,723263.6110462559,4157577.9885104634,822784.6839262206,4729660.719729503,935999.8564344685,5380462.034764282,1064793.4366798515,6120813.610747848,1211309.013566999
Hair/APDO,South America,Tools,Aveda,Face Make-Up,4501087.41,12.02,8.15,13.53,5131239.647400001,0.06539697499111714,5131239.647400001,616775.0056174801,0.06333183990501845,5131239.647400001,616775.0056174801,0.06499838596059301,5851413.633,703339.9186866,4867926.033915,585124.709276583,5264662.005679072,632812.3730826244,5693731.959141916,684386.5814888583,6157771.113811981,740164.0878802001,6659629.459587657,800487.4610424364
Hair/APDO,South America,Tools,Aveda,Tools,2268278.44,19.43,3.32,9.42,2585837.4216,0.03295615812392547,2585837.4216,502428.21101688,0.0515904547591545,2585837.4216,502428.21101688,0.05294803206960547,2041450.596,396653.8508028,2343585.2842079997,455358.62072161434,2421392.315643705,470476.5269295719,2501782.540523076,486096.3476236337,2584841.7208684417,502234.7463647382,2670658.4660012736,518908.9399440475
Hair/APDO,South America,Tools,Elizabeth Arden,Lipstick,3694121.21,19.26,-0.11,11.45,4211298.179400001,0.05367244187433484,4211298.179400001,811096.0293524403,0.08328515813820628,4211298.179400001,811096.0293524403,0.08547676589808333,3324709.089,640338.9705414001,3690057.676669,710705.1085264495,3685998.6132246642,709923.3329070704,3681944.0147501174,709142.4172408727,3677893.876333892,708362.3605819077,3673848.1930699246,707583.1619852675
Hair/APDO,South America,Tools,Elizabeth Arden,Mascara,2843670.14,9.03,10.53,8.73,3241783.9596000006,0.04131611055039843,3241783.9596000006,292733.09155188,0.0300584899196819,3241783.9596000006,292733.09155188,0.030849464220875443,3696771.1820000005,333818.43773460004,3143108.605742,283822.70709850255,3474077.941926632,313709.23815597483,3839898.3492115065,346742.820933799,4244239.645383478,383254.83997812803,4691158.0800423585,423611.57462782494
Hair/APDO,South America,Tools,Elizabeth Arden,Toner,3474382.19,9.84,4.63,9.64,3960795.6966000004,0.050479820650497595,3960795.6966000004,389742.29654544004,0.040019612507349776,3960795.6966000004,389742.29654544004,0.04107270882461721,4516696.847,444442.9697448,3635246.085397,357708.2148030648,3803557.979150881,374270.1051484467,3979662.7135855667,391598.8110168198,4163921.0972245783,409729.8359668985,4356710.644026077,428700.32737216604
